City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,tasqala,51.1167,50.3167,18.03,59,77,2.91,KZ,1725838755
293,fale old settlement,-9.3852,-171.2468,28.25,70,4,7.53,TK,1725838756
294,klaksvik,62.2266,-6.589,9.97,70,18,6.47,FO,1725838758
295,mana,5.6592,-53.7767,26.93,80,5,6.57,GF,1725838759
296,xining,36.6167,101.7667,11.93,96,100,1.32,CN,1725838760
297,palangkaraya,-2.2,113.8333,26.2,87,86,0.4,ID,1725838762
298,kudahuvadhoo,2.6708,72.8944,28.27,74,96,3.4,MV,1725838764
299,kaindy,42.8247,73.6759,16.71,57,100,3.27,KG,1725838765
300,pekanbaru,0.5333,101.45,25.18,94,20,2.06,ID,1725838766
301,mermoz boabab,14.7065,-17.4758,26.88,78,40,4.12,SN,1725838767
302,tharangambadi,11.0319,79.8528,26.82,70,100,4.73,IN,1725838768
303,santa isabel,-23.3156,-46.2214,23.61,43,0,1.25,BR,1725838769
304,hilo,19.7297,-155.09,29.41,66,20,7.2,US,1725838770
305,perry heights,40.7953,-81.4735,19.23,39,20,3.6,US,1725838772
306,siracusa,37.0881,15.2792,28.22,37,100,3.92,IT,1725838773
307,tambopata,-12.7333,-69.1833,29.94,74,2,1.03,PE,1725838774
308,iskitim,54.6366,83.3045,10.3,94,100,4.75,RU,1725838742
309,salumbar,24.1333,74.05,23.95,94,96,3.04,IN,1725838776
310,konarka,19.9,86.1167,26.86,92,98,7.69,IN,1725838777
311,mossel bay,-34.1831,22.146,8.96,79,69,0.99,ZA,1725838778
312,agat village,13.3886,144.6585,31.52,81,40,4.12,GU,1725838780
313,namie,37.4833,141.0,23.88,96,75,1.44,JP,1725838781
314,broome,42.2506,-75.833,14.62,55,6,1.79,US,1725838782
315,bikenibeu village,1.3673,173.1241,30.98,70,20,5.66,KI,1725838783
316,alta,69.9689,23.2717,17.59,72,0,2.06,NO,1725838784
317,cole harbour,44.6724,-63.4751,17.88,96,100,2.06,CA,1725838785
318,katsuura,35.1333,140.3,27.54,81,0,3.4,JP,1725838786
319,kristiansund,63.1115,7.732,16.36,94,100,3.09,NO,1725838788
320,gagra,43.3283,40.2239,25.51,68,86,4.83,GE,1725838790
321,enewetak,11.3474,162.3373,29.05,75,40,7.08,MH,1725838791
322,magdagachi,53.45,125.8,15.1,65,100,4.72,RU,1725838792
323,tarime,-1.35,34.3667,19.07,79,100,1.43,TZ,1725838793
324,cidade velha,14.9167,-23.6167,27.26,74,75,6.17,CV,1725838794
325,neiafu,-18.65,-173.9833,26.38,83,75,5.66,TO,1725838796
326,nema,57.5067,50.5011,13.29,70,98,0.5,RU,1725838797
327,sambava,-14.2667,50.1667,20.52,85,87,0.35,MG,1725838798
328,chekmagush,55.1319,54.6556,15.78,82,24,1.68,RU,1725838799
329,rio grande,-32.035,-52.0986,14.75,91,98,4.48,BR,1725838800
330,fort st. john,56.2499,-120.8529,13.94,72,75,6.17,CA,1725838801
331,tongchuanshi,35.0806,109.0897,24.92,78,79,1.4,CN,1725838802
332,khandyga,62.6667,135.6,8.03,69,100,1.86,RU,1725838804
333,ta`u,-14.2336,-169.5144,26.47,82,73,5.31,AS,1725838805
334,igrim,63.1906,64.4162,5.8,73,48,0.8,RU,1725838806
335,pong nam ron,12.9058,102.2623,23.71,96,87,2.34,TH,1725838807
336,antofagasta,-23.65,-70.4,14.6,88,34,3.07,CL,1725838808
337,plastun,44.7561,136.2939,22.0,59,4,0.74,RU,1725838809
338,surgeres,46.1,-0.75,17.85,91,60,5.68,FR,1725838810
339,oranjemund,-28.55,16.4333,11.54,82,0,9.25,NA,1725838812
340,alotau,-10.3069,150.4462,27.32,58,81,2.32,PG,1725838813
341,patur,20.45,76.9333,23.5,87,100,3.86,IN,1725838814
342,arinos,-15.9169,-46.1056,23.08,26,0,0.68,BR,1725838815
343,moanda,-1.5575,13.2178,22.07,96,100,0.73,GA,1725838816
344,porto velho,-8.7619,-63.9039,30.03,62,9,0.51,BR,1725838817
345,ust-tsilma,65.441,52.1498,6.43,82,78,1.37,RU,1725838818
346,phan rang-thap cham,11.5667,108.9833,28.76,65,100,1.71,VN,1725838820
347,hasaki,35.7333,140.8333,27.08,80,14,2.07,JP,1725838821
348,callao,-12.0667,-77.15,20.95,82,75,4.63,PE,1725838822
349,colonia menno,-22.3667,-59.8167,30.97,18,53,4.48,PY,1725838823
350,victoria,22.2855,114.1577,28.51,85,100,2.68,HK,1725838576
351,saint-francois,46.4154,3.9054,14.25,93,67,3.29,FR,1725838825
352,fuerte olimpo,-21.0415,-57.8738,30.26,17,43,1.67,PY,1725838827
353,ataq,14.5377,46.8319,26.71,55,67,2.31,YE,1725838828
354,luderitz,-26.6481,15.1594,11.3,80,0,13.49,NA,1725838829
355,leh,34.1667,77.5833,10.61,53,20,1.95,IN,1725838830
356,nola,40.922,14.5329,29.25,56,100,2.37,IT,1725838831
357,chonchi,-42.6128,-73.8092,6.11,96,74,1.69,CL,1725838832
358,manokwari,-0.8667,134.0833,27.55,74,15,0.7,ID,1725838836
359,airuk,7.2772,168.8203,28.8,75,69,5.9,MH,1725838837
360,novyy urengoy,66.0833,76.6333,0.33,74,30,8.81,RU,1725838838
361,rundu,-17.9333,19.7667,17.94,18,6,2.15,NA,1725838839
362,ha'il,27.5219,41.6907,29.01,21,0,1.03,SA,1725838840
363,lijiang,26.8688,100.2207,16.39,94,94,0.87,CN,1725838842
364,swakopmund,-22.6833,14.5333,10.79,90,0,1.42,NA,1725838843
365,al bayda',32.7627,21.7551,20.61,88,2,2.26,LY,1725838844
366,greymouth,-42.4667,171.2,11.45,88,95,7.91,NZ,1725838845
367,pantai remis,4.4557,100.6288,25.01,82,96,0.56,MY,1725838846
368,skowhegan,44.7651,-69.7192,14.28,74,29,4.52,US,1725838847
369,gadzhiyevo,69.2551,33.3362,13.34,91,53,5.43,RU,1725838848
370,yemetsk,63.4721,41.7941,12.14,85,70,1.91,RU,1725838850
371,agadez,19.75,10.25,34.86,23,16,2.89,NE,1725838851
372,malpe,13.35,74.7167,24.58,92,100,1.54,IN,1725838852
373,vanino,49.0869,140.2543,17.86,42,0,2.61,RU,1725838853
374,terrigal,-33.45,151.45,19.54,48,83,2.66,AU,1725838854
375,okhotsk,59.3833,143.3,14.42,61,88,4.43,RU,1725838855
376,nuuk,64.1835,-51.7216,6.34,49,0,5.14,GL,1725838856
377,copparo,44.893,11.8249,20.56,97,100,1.56,IT,1725838858
378,adam,22.3756,57.5233,29.29,51,14,1.34,OM,1725838859
379,grand falls-windsor,48.9332,-55.6649,18.48,89,100,4.67,CA,1725838861
380,ouesso,1.6136,16.0517,21.06,99,96,0.5,CG,1725838864
381,putina,-15.4667,-69.4333,8.71,66,39,4.95,PE,1725838865
382,itaituba,-4.2761,-55.9836,31.14,29,77,1.11,BR,1725838866
383,lata,40.1629,-8.3327,12.56,99,13,0.98,PT,1725838869
384,cheria,35.2731,7.7519,20.53,85,99,2.92,DZ,1725838870
385,alice springs,-23.7,133.8833,14.75,63,100,3.09,AU,1725838871
386,chilca,-12.5211,-76.7372,15.65,91,82,3.41,PE,1725838872
387,vila velha,-20.3297,-40.2925,23.97,90,40,3.09,BR,1725838873
388,awjilah,29.1081,21.2869,29.79,40,30,3.55,LY,1725838874
389,parabel',58.6978,81.4825,11.37,98,100,4.2,RU,1725838876
390,sitangkai,4.6628,119.3928,28.68,72,67,1.5,PH,1725838877
391,ciudad lazaro cardenas,17.9583,-102.2,28.57,78,62,1.19,MX,1725838878
392,concordia,-31.393,-58.0209,14.88,81,100,3.13,AR,1725838879
393,ulladulla,-35.35,150.4667,18.94,43,18,5.64,AU,1725838880
394,howrah,22.5892,88.3103,28.0,94,40,2.06,IN,1725838881
395,genhe,50.7833,121.5167,16.92,69,100,1.48,CN,1725838882
396,novofedorivka,46.1713,32.3178,19.62,64,63,4.22,UA,1725838884
397,new norfolk,-42.7826,147.0587,12.06,68,93,4.72,AU,1725838885
398,kodinsk,58.6881,99.1844,5.97,97,93,2.27,RU,1725838886
399,koratla,18.8167,78.7167,23.27,94,100,4.69,IN,1725838887
400,barcelos,41.5388,-8.6151,13.67,93,0,1.36,PT,1725838888
401,weno,7.4515,151.8468,28.97,89,100,4.12,FM,1725838889
402,ashburton,-37.8626,145.0794,14.54,65,64,1.34,AU,1725838890
403,puerto aysen,-45.4,-72.7,4.99,100,100,1.52,CL,1725838892
404,mournies,35.4764,24.0092,35.04,83,20,1.54,GR,1725838893
405,sindirgi,39.2413,28.1784,16.93,96,1,1.64,TR,1725838894
406,kenai,60.5544,-151.2583,14.05,86,100,8.75,US,1725838895
407,alpena,45.0617,-83.4327,19.18,74,20,2.57,US,1725838896
408,revda,56.801,59.9303,11.68,96,3,1.27,RU,1725838724
409,guiuan,11.0333,125.7247,28.35,76,97,3.31,PH,1725838898
410,deshnoke,27.8,73.35,30.33,59,2,2.81,IN,1725838900
411,thanh hoa,19.8,105.7667,26.36,90,100,0.63,VN,1725838901
412,thinadhoo,0.5333,72.9333,28.11,73,63,4.22,MV,1725838902
413,riberalta,-10.9833,-66.1,29.74,24,69,1.27,BO,1725838903
414,rantauprapat,2.1,99.8333,22.28,99,100,0.96,ID,1725838904
415,prado,-17.3411,-39.2208,22.66,83,8,3.8,BR,1725838905
416,yangquan,37.8575,113.5633,23.12,86,100,0.75,CN,1725838906
417,san luis de la loma,17.2706,-100.8939,27.22,86,100,2.36,MX,1725838908
418,touros,-5.1989,-35.4608,23.9,83,46,6.68,BR,1725838909
419,bereeda,11.8704,51.0579,30.32,68,5,1.83,SO,1725838910
420,cacoal,-11.4386,-61.4472,30.9,18,2,1.58,BR,1725838911
421,upington,-28.4478,21.2561,12.21,32,0,3.6,ZA,1725838912
422,hastings,50.8552,0.5729,15.41,53,29,5.2,GB,1725838913
423,fortuna,40.5982,-124.1573,21.07,81,0,4.63,US,1725838914
424,port hedland,-20.3167,118.5667,23.03,25,20,4.12,AU,1725838916
425,bodo,67.28,14.405,18.58,72,0,4.12,NO,1725838917
426,ulanhot,46.0833,122.0833,18.72,92,83,6.96,CN,1725838918
427,berdigestyakh,62.0989,126.6992,7.18,96,100,1.66,RU,1725838919
428,taoudenni,22.6783,-3.9836,37.57,28,46,1.93,ML,1725838920
429,kidal,18.4411,1.4078,31.18,47,18,3.49,ML,1725838921
430,sagae,38.3725,140.2725,22.99,94,75,1.03,JP,1725838922
431,boyolangu,-8.1181,111.8935,25.14,86,67,1.96,ID,1725838925
432,shijiang,27.0819,110.7933,25.45,89,1,0.36,CN,1725838927
433,tougan,13.0667,-3.0667,25.0,85,60,4.04,BF,1725838929
434,nagqu,31.5,92.0,2.83,91,100,0.82,CN,1725838930
435,talakan,50.3167,130.3667,16.6,45,99,3.86,RU,1725838931
436,tazacorte,28.629,-17.9293,21.54,64,40,3.09,ES,1725838932
437,jiazi,22.8779,116.067,27.0,84,100,4.18,CN,1725838933
438,lugovoye,42.9094,72.7178,16.97,43,100,1.23,KZ,1725838934
439,kolyvan',55.3053,82.7391,10.0,97,99,3.89,RU,1725838935
440,cuauhtemoc,28.4167,-106.8667,17.53,56,90,2.65,MX,1725838659
441,saldanha,-33.0117,17.9442,9.03,65,0,11.12,ZA,1725838938
442,vorkuta,67.5,64.0,5.03,71,100,5.4,RU,1725838939
443,chibougamau,49.9168,-74.3659,7.79,93,100,2.06,CA,1725838940
444,northam,51.0333,-4.2167,14.78,94,95,8.73,GB,1725838941
445,sinop,41.7711,34.8709,16.04,93,67,0.55,TR,1725838942
446,linxia chengguanzhen,35.6003,103.2064,11.98,86,100,2.58,CN,1725838943
447,hammerfest,70.6634,23.6821,17.25,82,0,2.06,NO,1725838945
448,tanjung selor,2.8372,117.3642,27.31,77,69,0.88,ID,1725838946
449,tsiombe,-25.3,45.4833,23.1,51,0,1.68,MG,1725838947
450,moires,35.0532,24.8744,23.95,52,0,1.79,GR,1725838948
451,daru,-9.0763,143.2092,25.12,78,54,6.08,PG,1725838949
452,tralee,52.2704,-9.7026,12.75,67,90,4.51,IE,1725838950
453,chernomorskoye,45.5039,32.6997,20.8,71,10,4.57,UA,1725838951
454,agua prieta,31.3,-109.5667,32.44,15,0,7.2,MX,1725838953
455,sur,22.5667,59.5289,28.54,69,3,1.93,OM,1725838954
456,dondo,-19.6094,34.7431,20.73,64,1,1.27,MZ,1725838955
457,corumba,-19.0092,-57.6533,28.47,17,1,0.71,BR,1725838956
458,monrovia,6.3005,-10.7969,24.42,91,98,4.42,LR,1725838957
459,tynda,55.1667,124.7167,9.76,84,99,3.14,RU,1725838958
460,udachny,66.4167,112.4,7.26,72,100,4.79,RU,1725838960
461,caltagirone,37.2368,14.5126,24.62,63,100,2.16,IT,1725838961
462,port-vila,-17.7338,168.3219,26.78,50,20,7.2,VU,1725838962
463,sao jose da coroa grande,-8.8978,-35.1478,23.48,85,26,6.45,BR,1725838963
464,dzerzhinskoye,56.8344,95.2283,8.99,92,100,4.41,RU,1725838964
465,tchintabaraden,15.8969,5.7985,32.35,41,3,2.73,NE,1725838967
466,kasane,-17.8167,25.15,18.8,45,46,2.37,BW,1725838969
467,ghat,24.9647,10.1728,33.54,33,48,4.21,LY,1725838971
468,champagnole,46.7445,5.9135,14.64,97,100,2.29,FR,1725838973
469,sao vicente,-23.9631,-46.3919,23.45,68,11,0.77,BR,1725838900
470,pauini,-7.7136,-66.9764,30.33,23,68,0.55,BR,1725838975
471,sumbawa besar,-8.5,117.4333,29.73,51,1,1.43,ID,1725838977
472,kitui,-1.367,38.0106,17.81,83,82,3.82,KE,1725838979
473,pangkalanbuun,-2.6833,111.6167,25.73,92,65,0.87,ID,1725838980
474,along,28.1667,94.7667,21.45,97,100,0.45,IN,1725838981
475,dunedin,-45.8742,170.5036,12.67,54,100,1.34,NZ,1725838982
476,maun,-19.9833,23.4167,22.98,28,0,4.63,BW,1725838983
477,haapavesi,64.1333,25.3667,13.62,93,75,2.83,FI,1725838985
478,ha giang,22.8333,104.9833,24.3,100,100,0.25,VN,1725838986
479,mawana,29.1,77.9167,26.09,80,44,1.01,IN,1725838987
480,faaa,-17.55,-149.6,27.98,61,20,8.23,PF,1725838988
481,kavieng,-2.5744,150.7967,28.36,73,98,6.41,PG,1725838989
482,tura,25.5198,90.2201,24.41,95,13,2.06,IN,1725838991
483,espanola,35.9911,-106.0806,28.32,28,20,3.6,US,1725838992
484,aykhal,66.0,111.5,5.8,81,100,6.45,RU,1725838993
485,freeport,40.6576,-73.5832,20.1,49,0,3.6,US,1725838798
486,hadibu,12.65,54.0333,25.03,81,5,7.3,YE,1725838995
487,carbonear,47.7332,-53.2148,21.19,91,100,5.22,CA,1725838996
488,acarau,-2.8856,-40.12,25.16,82,45,8.85,BR,1725838998
489,smara,26.7384,-11.6719,22.07,66,48,5.3,EH,1725838999
490,houghton,47.1219,-88.569,21.3,67,32,1.79,US,1725839000
491,stanovoye,52.7638,38.3582,15.67,46,83,2.91,RU,1725839001
492,santa cruz,-17.8,-63.1667,30.03,51,1,4.12,BO,1725839002
493,brisas de zicatela,15.8369,-97.0419,29.29,74,100,3.09,MX,1725839004
494,yugorsk,61.3133,63.3319,9.61,83,59,1.31,RU,1725839005
495,arzgir,45.3728,44.2206,15.87,59,73,6.16,RU,1725839006
496,gorontalo,0.5412,123.0595,28.64,72,10,1.89,ID,1725839007
497,eldorado at santa fe,35.5264,-105.9347,27.25,24,0,4.92,US,1725839008
498,darwin,-12.4611,130.8418,28.3,67,20,4.12,AU,1725839009
499,walvis bay,-22.9575,14.5053,10.81,86,0,1.96,NA,1725839011
500,kurchatov,51.6601,35.6521,16.23,35,99,2.86,RU,1725839012
501,santa terezinha,-29.9002,-50.0904,16.57,97,47,0.98,BR,1725839013
502,tromso,69.6496,18.957,12.01,87,19,1.54,NO,1725839014
503,tanout,14.9709,8.8879,29.46,51,32,3.24,NE,1725839015
504,cascais,38.6979,-9.4215,19.73,79,0,0.89,PT,1725839017
505,garoowe,8.4054,48.4845,25.17,61,34,10.82,SO,1725839018
506,n'zeto,-7.2312,12.8666,21.24,89,27,2.96,AO,1725839019
507,juneau,58.3019,-134.4197,14.0,89,75,3.09,US,1725838770
508,cidreira,-30.1811,-50.2056,16.35,99,81,2.21,BR,1725839021
509,porto murtinho,-21.6989,-57.8825,30.26,18,13,1.78,BR,1725839022
510,promyshlennaya,54.9159,85.6385,9.95,92,100,4.55,RU,1725839024
511,mangrol,21.1167,70.1167,26.71,85,30,4.47,IN,1725839025
512,gaalkacyo,6.7697,47.4308,25.79,60,92,8.89,SO,1725839026
513,usogorsk,63.4106,48.6872,15.59,72,82,1.21,RU,1725839027
514,santo angelo,-28.2992,-54.2631,22.48,79,50,1.93,BR,1725839028
515,huanta,-12.9333,-74.25,21.22,51,12,3.65,PE,1725839029
516,opuwo,-18.0607,13.84,16.79,33,3,1.71,NA,1725839031
517,najran,17.4924,44.1277,25.28,15,0,1.12,SA,1725839032
518,dampit,-8.2116,112.7493,23.76,83,17,2.0,ID,1725839033
519,choibalsan,48.0667,114.5,15.36,61,100,9.18,MN,1725839101
520,treinta y tres,-33.2333,-54.3833,13.06,94,100,4.33,UY,1725839102
521,mili,6.0815,171.735,28.91,74,6,5.38,MH,1725839103
522,salekhard,66.53,66.6019,5.18,69,100,4.68,RU,1725839105
523,laurel,39.0993,-76.8483,20.02,57,0,2.57,US,1725838836
524,forster,-32.1667,152.5167,21.83,48,92,2.05,AU,1725839107
525,whittlesea,-32.1759,26.8244,5.15,73,100,3.39,ZA,1725839108
526,xiongzhou,25.1167,114.3,25.93,92,100,0.27,CN,1725839109
527,navarre,30.4016,-86.8636,24.47,90,100,3.09,US,1725839111
528,lhokseumawe,5.1801,97.1507,24.6,82,100,1.21,ID,1725839112
529,mapimi,25.8167,-103.85,23.89,44,57,1.89,MX,1725839113
530,la passe,45.5549,-0.8967,18.61,83,55,6.91,FR,1725839115
531,mugia,43.1041,-9.2179,14.95,90,6,1.07,ES,1725839116
532,thunder bay,48.4001,-89.3168,18.99,72,40,3.09,CA,1725839117
533,umarga,17.8333,76.6167,22.56,89,100,4.25,IN,1725839118
534,khilok,51.3674,110.4676,5.8,92,100,6.99,RU,1725839120
535,lodja,-3.4833,23.4333,21.82,94,57,0.86,CD,1725839122
536,griffith,41.5284,-87.4237,20.53,52,0,4.63,US,1725839123
537,ekenas,59.9736,23.4339,18.83,73,39,4.56,FI,1725839124
538,flin flon,54.7682,-101.865,24.91,50,40,3.6,CA,1725839126
539,tyup,42.7276,78.3648,9.37,36,60,0.86,KG,1725839127
540,taulaga,-11.0553,-171.0883,27.77,76,3,5.57,AS,1725839128
541,ribeira brava,32.65,-17.0667,22.23,86,38,1.87,PT,1725839129
542,tursunzoda,38.5144,68.2333,17.44,20,1,2.28,TJ,1725839130
543,kralendijk,12.15,-68.2667,29.99,79,40,6.69,BQ,1725839132
544,kencong,-8.2833,113.3667,25.39,82,0,0.61,ID,1725839133
545,sao paulo de olivenca,-3.3783,-68.8725,29.48,43,31,1.31,BR,1725839134
546,norton,-17.8833,30.7,17.62,47,10,3.1,ZW,1725839135
547,yalta,44.5,34.1667,20.41,79,23,3.23,UA,1725839136
548,baise city,23.8997,106.6133,27.41,99,100,0.98,CN,1725839137
549,coruripe,-10.1256,-36.1756,21.93,87,26,4.61,BR,1725839139
550,boguchany,58.3814,97.4531,7.39,96,72,2.81,RU,1725839140
551,vernal,40.4555,-109.5287,29.84,16,0,5.81,US,1725839142
552,sisimiut,66.9395,-53.6735,2.6,72,4,3.85,GL,1725839144
553,kenora,49.8167,-94.4337,24.54,41,20,2.57,CA,1725839145
554,paungde,18.4833,95.5,24.56,98,100,2.86,MM,1725839146
555,tournus,46.5676,4.9057,15.6,92,100,2.57,FR,1725839147
556,labytnangi,66.6572,66.4183,4.99,72,100,4.21,RU,1725839148
557,san jose del cabo,23.0589,-109.6977,33.16,53,100,4.63,MX,1725838949
558,enterprise,36.0252,-115.2419,37.3,21,75,6.17,US,1725839151
559,sandnessjoen,66.0217,12.6316,16.49,79,81,8.16,NO,1725838950
560,kertih,4.5141,103.4483,24.01,100,40,0.0,MY,1725839153
561,horsham,51.064,-0.3272,15.74,88,40,2.57,GB,1725839154
562,tosontsengel,48.7567,98.2839,0.04,80,13,1.21,MN,1725839155
563,marsa alam,25.0757,34.8918,30.96,42,0,1.67,EG,1725839157
564,laascaanood,8.4774,47.3597,25.37,51,24,11.28,SO,1725839158
565,brindisi,40.5833,17.6667,25.2,77,91,6.63,IT,1725838968
566,jaleshwar,26.6471,85.8008,28.11,79,58,3.04,NP,1725839160
567,vaison-la-romaine,44.239,5.075,14.9,94,0,3.6,FR,1725839161
568,sorong,-0.8833,131.25,26.29,86,95,5.12,ID,1725839162
569,pachino,36.7186,15.0907,27.19,76,96,4.0,IT,1725839164
570,jingmen,31.0336,112.2047,29.9,61,0,0.79,CN,1725839165
571,korla,41.7597,86.1469,17.69,39,0,2.78,CN,1725839166
572,port arthur,38.8,121.2667,26.12,78,4,3.96,CN,1725839167
573,corner brook,48.9667,-57.9484,17.35,98,100,2.16,CA,1725839034
574,slavyanka,42.8633,131.3847,20.92,66,0,0.6,RU,1725839055
575,bom jesus,-9.0744,-44.3586,27.67,27,28,3.25,BR,1725839171
576,homer,59.6425,-151.5483,13.94,75,100,3.6,US,1725839172
577,axim,4.8699,-2.2405,23.3,87,29,2.12,GH,1725839173
578,katsuren-haebaru,26.3369,127.8719,28.43,91,75,4.63,JP,1725839175
579,vanimo,-2.6741,141.3028,28.86,71,94,0.74,PG,1725839176
580,morehead city,34.7229,-76.726,21.02,79,0,2.06,US,1725839177
581,wyszkow,52.5928,21.4584,16.68,30,64,6.09,PL,1725839178
582,bartonville,40.6503,-89.652,20.54,50,32,1.11,US,1725839179
583,west bay,19.3667,-81.4167,31.04,70,20,5.14,KY,1725839182
584,taguatinga,-12.3857,-46.5711,27.77,21,0,4.05,BR,1725839183
585,yaren,-0.5472,166.916,28.22,77,83,5.43,NR,1725839184
586,jingdezhen,29.2947,117.2079,28.68,67,0,1.45,CN,1725839185
587,iklehra,23.15,76.3833,22.73,95,29,4.62,IN,1725839186
588,garrucha,37.1874,-1.8349,28.1,48,2,2.32,ES,1725839188
